Customer Number,Applied Loan Amount in Lacs,Month,Fin Year,Month Year,Sanction Amt in Lacs,Disb Amt in Lacs,SDF Branch
20426,4,2,2018,#N/A,3.8,3.50,Bengaluru
20427,9,12,2018,#N/A,7.2,6.62,Chennai
20428,18,8,2018,#N/A,17.1,15.73,Nasik
20429,18,3,2019,#N/A,17.1,15.73,Srinagar
20430,10,10,2019,#N/A,9.5,8.74,Gandhinagar
20431,4,6,2017,#N/A,3.8,3.50,Bengaluru
20432,10,1,2019,#N/A,8,7.36,Jaipur
20433,6,11,2018,#N/A,4.8,4.42,Gandhinagar
20434,8,9,2019,#N/A,7.6,6.99,Nasik
20435,22,10,2019,#N/A,20.9,19.23,Bhopal
20436,2,10,2019,#N/A,1.9,1.75,Aurangabad
20437,16,9,2018,#N/A,12.8,11.78,Shillong
20438,11,5,2018,#N/A,8.8,8.10,Bhopal
20439,8,4,2017,#N/A,6.4,5.89,Pune
20440,3,7,2019,#N/A,2.4,2.21,Gandhinagar
20441,11,11,2018,#N/A,8.8,8.10,Nasik
20442,14,4,2018,#N/A,13.3,12.24,Shillong
20443,10,6,2019,#N/A,9.5,8.74,Nagpur
20444,2,11,2019,#N/A,1.6,1.47,Pune
20445,18,7,2019,#N/A,17.1,15.73,Srinagar
20446,3,1,2019,#N/A,2.4,2.21,Mumbai
20447,14,3,2017,#N/A,13.3,12.24,Bhopal
20448,3,1,2018,#N/A,2.4,2.21,Delhi
20449,22,10,2018,#N/A,20.9,19.23,Shillong
20450,6,2,2019,#N/A,4.8,4.42,Srinagar
20451,4,2,2017,#N/A,3.8,3.50,Mumbai
20452,2,1,2017,#N/A,1.9,1.75,Shillong
20453,9,11,2018,#N/A,7.2,6.62,Mumbai
20454,20,10,2019,#N/A,19,17.48,Ranchi
20455,2,9,2019,#N/A,1.6,1.47,Mumbai
20456,18,6,2018,#N/A,17.1,15.73,Mumbai
20457,1,9,2017,#N/A,0.8,0.74,Bengaluru
20458,11,1,2019,#N/A,8.8,8.10,Aurangabad
20459,2,5,2017,#N/A,1.9,1.75,Pune
20460,1,4,2019,#N/A,0.8,0.74,Chennai
20461,8,4,2017,#N/A,7.6,6.99,Ranchi
20462,7,6,2018,#N/A,5.6,5.15,Nasik
20463,12,6,2017,#N/A,11.4,10.49,Srinagar
20464,14,2,2019,#N/A,13.3,12.24,Mumbai
20465,2,3,2017,#N/A,1.9,1.75,Delhi
20466,24,7,2019,#N/A,22.8,20.98,Nasik
20467,9,8,2018,#N/A,7.2,6.62,Ranchi
20468,22,12,2017,#N/A,17.6,16.19,Shillong
20469,11,7,2019,#N/A,8.8,8.10,Nagpur
20470,14,8,2018,#N/A,13.3,12.24,Nasik
20471,22,12,2019,#N/A,20.9,19.23,Nagpur
20472,6,11,2018,#N/A,4.8,4.42,Delhi
20473,1,2,2017,#N/A,0.8,0.74,Chennai
20474,2,4,2019,#N/A,1.9,1.75,Aurangabad
20475,10,9,2018,#N/A,8,7.36,Srinagar
20476,10,10,2019,#N/A,9.5,8.74,Pune
20477,16,12,2017,#N/A,12.8,11.78,Aurangabad
20478,22,4,2017,#N/A,20.9,19.23,Chennai
20479,10,1,2017,#N/A,8,7.36,Chennai
20480,2,10,2017,#N/A,1.6,1.47,Pune
20481,12,10,2018,#N/A,9.6,8.83,Mumbai
20482,18,2,2017,#N/A,17.1,15.73,Aurangabad
20483,11,10,2019,#N/A,8.8,8.10,Bengaluru
20484,3,8,2019,#N/A,2.4,2.21,Mumbai
20485,10,12,2017,#N/A,8,7.36,Chandigarh
20486,6,2,2018,#N/A,4.8,4.42,Chandigarh
20487,8,12,2017,#N/A,6.4,5.89,Srinagar
20488,2,6,2018,#N/A,1.6,1.47,Nasik
20489,18,9,2018,#N/A,14.4,13.25,Delhi
20490,20,6,2019,#N/A,19,17.48,Nasik
20491,5,2,2017,#N/A,4,3.68,Chandigarh
20492,8,6,2019,#N/A,6.4,5.89,Mumbai
20493,14,5,2018,#N/A,13.3,12.24,Bengaluru
20494,3,3,2018,#N/A,2.4,2.21,Nagpur
20495,6,4,2019,#N/A,4.8,4.42,Chandigarh
20496,12,1,2017,#N/A,11.4,10.49,Aurangabad
20497,14,12,2019,#N/A,11.2,10.30,Nagpur
20498,10,7,2019,#N/A,8,7.36,Nagpur
20499,4,7,2017,#N/A,3.2,2.94,Bhopal
20500,7,7,2019,#N/A,5.6,5.15,Bhopal
20501,2,5,2019,#N/A,1.9,1.75,Pune
20502,8,9,2018,#N/A,7.6,6.99,Shillong
20503,6,7,2019,#N/A,5.7,5.24,Srinagar
20504,18,10,2019,#N/A,17.1,15.73,Bengaluru
20505,12,7,2019,#N/A,11.4,10.49,Delhi
20506,10,2,2017,#N/A,8,7.36,Nasik
20507,18,3,2018,#N/A,17.1,15.73,Jaipur
20508,2,8,2019,#N/A,1.9,1.75,Shillong
20509,7,3,2019,#N/A,5.6,5.15,Mumbai
20510,9,3,2017,#N/A,7.2,6.62,Delhi
20511,16,12,2018,#N/A,15.2,13.98,Mumbai
20512,5,4,2019,#N/A,4,3.68,Chandigarh
20513,5,2,2018,#N/A,4,3.68,Pune
20514,10,5,2017,#N/A,9.5,8.74,Shillong
20515,12,5,2018,#N/A,11.4,10.49,Delhi
20516,11,3,2019,#N/A,8.8,8.10,Mumbai
20517,8,6,2019,#N/A,7.6,6.99,Nasik
20518,2,6,2017,#N/A,1.6,1.47,Mumbai
20519,24,9,2017,#N/A,22.8,20.98,Bengaluru
20520,4,8,2018,#N/A,3.2,2.94,Shillong
20521,4,12,2018,#N/A,3.2,2.94,Pune
20522,18,4,2017,#N/A,17.1,15.73,Jaipur
20523,4,9,2017,#N/A,3.2,2.94,Jaipur
20524,2,1,2017,#N/A,1.9,1.75,Mumbai
20525,9,10,2018,#N/A,7.2,6.62,Aurangabad
20526,1,9,2019,#N/A,0.8,0.74,Shillong
20527,16,8,2019,#N/A,12.8,11.78,Nagpur
20528,3,11,2019,#N/A,2.4,2.21,Bhopal
20529,1,7,2017,#N/A,0.8,0.74,Jaipur
20530,10,10,2019,#N/A,8,7.36,Mumbai
20531,16,3,2018,#N/A,15.2,13.98,Bengaluru
20532,12,1,2017,#N/A,11.4,10.49,Pune
20533,1,12,2018,#N/A,0.8,0.74,Mumbai
20534,20,3,2018,#N/A,19,17.48,Srinagar
20535,2,11,2017,#N/A,1.6,1.47,Nasik
20536,11,12,2017,#N/A,8.8,8.10,Aurangabad
20537,7,4,2017,#N/A,5.6,5.15,Gandhinagar
20538,1,6,2019,#N/A,0.8,0.74,Nagpur
20539,5,7,2018,#N/A,4,3.68,Delhi
20540,18,10,2019,#N/A,17.1,15.73,Aurangabad
20541,5,4,2018,#N/A,4,3.68,Jaipur
20542,8,4,2018,#N/A,6.4,5.89,Aurangabad
20543,8,5,2019,#N/A,6.4,5.89,Chennai
20544,10,6,2019,#N/A,8,7.36,Delhi
20545,7,3,2019,#N/A,5.6,5.15,Jaipur
20546,14,2,2019,#N/A,13.3,12.24,Srinagar
20547,11,2,2019,#N/A,8.8,8.10,Chennai
20548,20,6,2018,#N/A,19,17.48,Nagpur
20549,9,6,2018,#N/A,7.2,6.62,Aurangabad
20550,6,4,2019,#N/A,5.7,5.24,Delhi
20551,2,4,2018,#N/A,1.6,1.47,Bhopal
20552,10,4,2019,#N/A,8,7.36,Bhopal
20553,9,3,2018,#N/A,7.2,6.62,Bhopal
20554,4,5,2017,#N/A,3.2,2.94,Bengaluru
20555,6,6,2017,#N/A,4.8,4.42,Delhi
20556,22,12,2017,#N/A,17.6,16.19,Shillong
20557,10,8,2017,#N/A,9.5,8.74,Chennai
20558,10,8,2018,#N/A,9.5,8.74,Delhi
20559,2,9,2019,#N/A,1.6,1.47,Jaipur
20560,16,11,2017,#N/A,15.2,13.98,Bhopal
20561,10,5,2017,#N/A,9.5,8.74,Gandhinagar
20562,6,9,2018,#N/A,4.8,4.42,Gandhinagar
20563,12,7,2019,#N/A,11.4,10.49,Aurangabad
20564,5,7,2019,#N/A,4,3.68,Shillong
20565,7,11,2017,#N/A,5.6,5.15,Chennai
20566,7,12,2018,#N/A,5.6,5.15,Bengaluru
20567,9,5,2018,#N/A,7.2,6.62,Ranchi
20568,4,11,2019,#N/A,3.2,2.94,Mumbai
20569,1,2,2019,#N/A,0.8,0.74,Delhi
20570,4,12,2017,#N/A,3.2,2.94,Srinagar
20571,4,4,2017,#N/A,3.2,2.94,Srinagar
20572,3,12,2019,#N/A,2.4,2.21,Mumbai
20573,2,12,2017,#N/A,1.9,1.75,Nagpur
20574,6,4,2017,#N/A,4.8,4.42,Gandhinagar
20575,18,12,2018,#N/A,17.1,15.73,Ranchi
20576,3,2,2017,#N/A,2.4,2.21,Bhopal
20577,11,6,2017,#N/A,8.8,8.10,Chandigarh
20578,7,1,2019,#N/A,5.6,5.15,Mumbai
20579,4,3,2017,#N/A,3.2,2.94,Jaipur
20580,8,11,2018,#N/A,6.4,5.89,Delhi
20581,4,3,2018,#N/A,3.2,2.94,Pune
20582,18,5,2019,#N/A,17.1,15.73,Srinagar
20583,12,11,2018,#N/A,9.6,8.83,Bengaluru
20584,3,2,2019,#N/A,2.4,2.21,Srinagar
20585,6,5,2019,#N/A,4.8,4.42,Shillong
20586,6,7,2017,#N/A,5.7,5.24,Shillong
20587,7,9,2018,#N/A,5.6,5.15,Mumbai
20588,18,2,2017,#N/A,17.1,15.73,Ranchi
20589,16,5,2017,#N/A,12.8,11.78,Jaipur
20590,20,4,2017,#N/A,16,14.72,Pune
20591,12,10,2018,#N/A,9.6,8.83,Aurangabad
20592,6,4,2019,#N/A,4.8,4.42,Pune
20593,3,4,2018,#N/A,2.4,2.21,Gandhinagar
20594,22,8,2018,#N/A,20.9,19.23,Srinagar
20595,4,2,2018,#N/A,3.2,2.94,Bhopal
20596,1,8,2019,#N/A,0.8,0.74,Chennai
20597,18,1,2019,#N/A,14.4,13.25,Delhi
20598,4,3,2019,#N/A,3.2,2.94,Pune
20599,10,2,2017,#N/A,8,7.36,Delhi
20600,3,5,2017,#N/A,2.4,2.21,Bengaluru
20601,1,12,2018,#N/A,0.8,0.74,Ranchi
20602,3,1,2017,#N/A,2.4,2.21,Ranchi
20603,22,1,2018,#N/A,20.9,19.23,Ranchi
20604,10,10,2018,#N/A,9.5,8.74,Aurangabad
20605,5,11,2017,#N/A,4,3.68,Nasik
20606,8,8,2019,#N/A,6.4,5.89,Nasik
20607,20,11,2017,#N/A,19,17.48,Srinagar
20608,22,1,2018,#N/A,17.6,16.19,Bhopal
20609,6,4,2019,#N/A,4.8,4.42,Chandigarh
20610,16,12,2019,#N/A,15.2,13.98,Nagpur
20611,11,2,2018,#N/A,8.8,8.10,Chennai
20612,7,9,2017,#N/A,5.6,5.15,Gandhinagar
20613,5,6,2019,#N/A,4,3.68,Ranchi
20614,5,8,2019,#N/A,4,3.68,Srinagar
20615,9,11,2017,#N/A,7.2,6.62,Pune
20616,12,3,2018,#N/A,9.6,8.83,Ranchi
20617,11,8,2019,#N/A,8.8,8.10,Chandigarh
20618,1,5,2018,#N/A,0.8,0.74,Mumbai
20619,20,11,2018,#N/A,16,14.72,Nasik
20620,22,8,2019,#N/A,20.9,19.23,Shillong
20621,4,10,2019,#N/A,3.8,3.50,Ranchi
20622,16,3,2018,#N/A,15.2,13.98,Shillong
20623,6,8,2017,#N/A,4.8,4.42,Nagpur
20624,2,8,2018,#N/A,1.6,1.47,Aurangabad
20625,3,9,2017,#N/A,2.4,2.21,Shillong
20626,2,9,2019,#N/A,1.6,1.47,Gandhinagar
20627,16,5,2018,#N/A,15.2,13.98,Ranchi
20628,1,9,2019,#N/A,0.8,0.74,Delhi
20629,8,12,2018,#N/A,6.4,5.89,Bengaluru
20630,12,5,2019,#N/A,11.4,10.49,Ranchi
20631,12,4,2019,#N/A,9.6,8.83,Jaipur
20632,3,3,2017,#N/A,2.4,2.21,Chandigarh
20633,4,1,2019,#N/A,3.2,2.94,Mumbai
20634,5,11,2019,#N/A,4,3.68,Mumbai
20635,5,8,2018,#N/A,4,3.68,Pune
20636,20,10,2019,#N/A,16,14.72,Shillong
20637,6,9,2017,#N/A,5.7,5.24,Chennai
20638,12,9,2018,#N/A,9.6,8.83,Bhopal
20639,4,4,2017,#N/A,3.8,3.50,Srinagar
20640,6,1,2019,#N/A,4.8,4.42,Bengaluru
20641,6,5,2018,#N/A,4.8,4.42,Jaipur
20642,11,8,2018,#N/A,8.8,8.10,Shillong
20643,7,7,2017,#N/A,5.6,5.15,Shillong
20644,12,10,2019,#N/A,11.4,10.49,Chandigarh
20645,10,8,2018,#N/A,9.5,8.74,Nagpur
20646,16,12,2018,#N/A,15.2,13.98,Srinagar
20647,6,10,2018,#N/A,4.8,4.42,Jaipur
20648,2,4,2017,#N/A,1.6,1.47,Nagpur
20649,12,11,2019,#N/A,11.4,10.49,Jaipur
20650,9,5,2018,#N/A,7.2,6.62,Bengaluru
20651,6,6,2018,#N/A,4.8,4.42,Gandhinagar
20652,20,3,2018,#N/A,16,14.72,Chennai
20653,6,5,2017,#N/A,4.8,4.42,Bhopal
20654,7,1,2018,#N/A,5.6,5.15,Bhopal
20655,2,6,2018,#N/A,1.6,1.47,Nagpur
20656,8,6,2019,#N/A,6.4,5.89,Delhi
20657,6,5,2017,#N/A,4.8,4.42,Mumbai
20658,11,12,2019,#N/A,8.8,8.10,Srinagar
20659,2,1,2019,#N/A,1.9,1.75,Delhi
20660,12,6,2018,#N/A,9.6,8.83,Aurangabad
20661,4,9,2019,#N/A,3.8,3.50,Mumbai
20662,2,12,2019,#N/A,1.6,1.47,Shillong
20663,7,6,2018,#N/A,5.6,5.15,Nagpur
20664,4,7,2019,#N/A,3.2,2.94,Bengaluru
20665,10,10,2019,#N/A,9.5,8.74,Ranchi
20666,20,4,2017,#N/A,19,17.48,Shillong
20667,2,1,2019,#N/A,1.6,1.47,Chennai
20668,10,12,2018,#N/A,9.5,8.74,Nasik
20669,14,10,2017,#N/A,13.3,12.24,Shillong
20670,4,10,2018,#N/A,3.8,3.50,Gandhinagar
20671,4,12,2017,#N/A,3.2,2.94,Shillong
20672,9,12,2017,#N/A,7.2,6.62,Chennai
20673,10,11,2017,#N/A,9.5,8.74,Srinagar
20674,20,1,2018,#N/A,19,17.48,Shillong
20675,18,1,2017,#N/A,17.1,15.73,Jaipur
20676,10,9,2019,#N/A,9.5,8.74,Srinagar
20677,8,11,2019,#N/A,6.4,5.89,Bengaluru
20678,10,8,2017,#N/A,9.5,8.74,Jaipur
20679,16,3,2018,#N/A,12.8,11.78,Srinagar
20680,8,10,2018,#N/A,7.6,6.99,Chennai
20681,7,2,2017,#N/A,5.6,5.15,Chandigarh
20682,12,12,2018,#N/A,9.6,8.83,Ranchi
20683,16,3,2017,#N/A,15.2,13.98,Nasik
20684,16,6,2017,#N/A,15.2,13.98,Gandhinagar
20685,11,2,2018,#N/A,8.8,8.10,Chandigarh
20686,2,5,2019,#N/A,1.6,1.47,Gandhinagar
20687,20,11,2019,#N/A,19,17.48,Pune
20688,9,12,2019,#N/A,7.2,6.62,Srinagar
20689,24,5,2019,#N/A,19.2,17.66,Chennai
20690,8,4,2018,#N/A,7.6,6.99,Pune
20691,10,10,2017,#N/A,8,7.36,Pune
20692,1,8,2019,#N/A,0.8,0.74,Jaipur
20693,1,8,2017,#N/A,0.8,0.74,Mumbai
20694,4,1,2019,#N/A,3.2,2.94,Nasik
20695,24,8,2018,#N/A,19.2,17.66,Bengaluru
20696,18,7,2018,#N/A,17.1,15.73,Jaipur
20697,7,2,2017,#N/A,5.6,5.15,Aurangabad
20698,8,8,2018,#N/A,6.4,5.89,Jaipur
20699,7,4,2019,#N/A,5.6,5.15,Gandhinagar
20700,9,12,2017,#N/A,7.2,6.62,Aurangabad
20701,8,7,2019,#N/A,6.4,5.89,Srinagar
20702,12,10,2019,#N/A,11.4,10.49,Aurangabad
20703,6,2,2018,#N/A,4.8,4.42,Nagpur
20704,11,11,2018,#N/A,8.8,8.10,Mumbai
20705,11,1,2017,#N/A,8.8,8.10,Srinagar
20706,7,2,2019,#N/A,5.6,5.15,Bhopal
20707,8,12,2018,#N/A,6.4,5.89,Mumbai
20708,24,2,2017,#N/A,22.8,20.98,Nasik
20709,12,4,2017,#N/A,9.6,8.83,Srinagar
20710,9,6,2018,#N/A,7.2,6.62,Nagpur
20711,4,2,2018,#N/A,3.8,3.50,Nasik
20712,10,3,2017,#N/A,8,7.36,Srinagar
20713,4,3,2019,#N/A,3.8,3.50,Chennai
20714,9,1,2018,#N/A,7.2,6.62,Shillong
20715,3,5,2017,#N/A,2.4,2.21,Pune
20716,6,6,2018,#N/A,5.7,5.24,Mumbai
20717,9,12,2017,#N/A,7.2,6.62,Bengaluru
20718,10,3,2019,#N/A,8,7.36,Srinagar
20719,20,12,2019,#N/A,16,14.72,Shillong
20720,14,5,2017,#N/A,13.3,12.24,Jaipur
20721,12,7,2017,#N/A,9.6,8.83,Mumbai
20722,14,10,2019,#N/A,13.3,12.24,Nasik
20723,1,6,2017,#N/A,0.8,0.74,Ranchi
20724,2,6,2018,#N/A,1.9,1.75,Srinagar
20725,5,11,2018,#N/A,4,3.68,Bengaluru
20726,2,2,2018,#N/A,1.6,1.47,Nagpur
20727,1,10,2017,#N/A,0.8,0.74,Chennai
20728,11,12,2019,#N/A,8.8,8.10,Shillong
20729,4,6,2018,#N/A,3.2,2.94,Chennai
20730,12,12,2017,#N/A,9.6,8.83,Mumbai
20731,7,11,2017,#N/A,5.6,5.15,Ranchi
20732,14,11,2018,#N/A,13.3,12.24,Chandigarh
20733,12,2,2017,#N/A,9.6,8.83,Mumbai
20734,8,4,2018,#N/A,7.6,6.99,Bengaluru
20735,11,4,2019,#N/A,8.8,8.10,Gandhinagar
20736,20,10,2019,#N/A,19,17.48,Bhopal
20737,14,5,2019,#N/A,13.3,12.24,Pune
20738,8,8,2017,#N/A,6.4,5.89,Mumbai
20739,14,11,2017,#N/A,13.3,12.24,Nagpur
20740,8,7,2019,#N/A,6.4,5.89,Nagpur
20741,9,8,2017,#N/A,7.2,6.62,Aurangabad
20742,24,7,2019,#N/A,22.8,20.98,Srinagar
20743,12,7,2018,#N/A,9.6,8.83,Aurangabad
20744,12,9,2019,#N/A,9.6,8.83,Ranchi
20745,4,12,2017,#N/A,3.2,2.94,Jaipur
20746,4,2,2018,#N/A,3.2,2.94,Srinagar
20747,20,10,2018,#N/A,19,17.48,Nagpur
20748,7,3,2019,#N/A,5.6,5.15,Nasik
20749,12,12,2018,#N/A,9.6,8.83,Nagpur
20750,6,10,2018,#N/A,5.7,5.24,Srinagar
20751,1,1,2019,#N/A,0.8,0.74,Chennai
20752,22,8,2019,#N/A,17.6,16.19,Gandhinagar
20753,10,7,2018,#N/A,9.5,8.74,Gandhinagar
20754,5,5,2019,#N/A,4,3.68,Nasik
20755,24,7,2018,#N/A,22.8,20.98,Pune
20756,5,3,2018,#N/A,4,3.68,Chennai
20757,3,7,2019,#N/A,2.4,2.21,Chandigarh
20758,6,6,2018,#N/A,4.8,4.42,Srinagar
20759,16,6,2019,#N/A,12.8,11.78,Chennai
20760,12,9,2019,#N/A,11.4,10.49,Bengaluru
20761,16,4,2018,#N/A,15.2,13.98,Chennai
20762,2,11,2019,#N/A,1.6,1.47,Bengaluru
20763,22,2,2019,#N/A,20.9,19.23,Nasik
20764,7,4,2018,#N/A,5.6,5.15,Bhopal
20765,11,11,2018,#N/A,8.8,8.10,Mumbai
20766,7,10,2018,#N/A,5.6,5.15,Nasik
20767,1,7,2017,#N/A,0.8,0.74,Srinagar
20768,24,12,2017,#N/A,22.8,20.98,Aurangabad
20769,20,11,2019,#N/A,19,17.48,Chandigarh
20770,24,7,2019,#N/A,22.8,20.98,Gandhinagar
20771,10,1,2018,#N/A,9.5,8.74,Mumbai
20772,16,11,2019,#N/A,15.2,13.98,Bhopal
20773,12,1,2019,#N/A,11.4,10.49,Bengaluru
20774,2,11,2019,#N/A,1.6,1.47,Chandigarh
20775,4,6,2017,#N/A,3.2,2.94,Bhopal
20776,18,5,2018,#N/A,17.1,15.73,Delhi
20777,6,5,2018,#N/A,5.7,5.24,Ranchi
20778,10,4,2018,#N/A,9.5,8.74,Pune
20779,1,10,2019,#N/A,0.8,0.74,Srinagar
20780,8,4,2019,#N/A,6.4,5.89,Aurangabad
20781,3,11,2019,#N/A,2.4,2.21,Chennai
20782,9,5,2018,#N/A,7.2,6.62,Chandigarh
20783,16,11,2017,#N/A,15.2,13.98,Ranchi
20784,24,1,2019,#N/A,22.8,20.98,Jaipur
20785,11,9,2018,#N/A,8.8,8.10,Bhopal
20786,24,7,2019,#N/A,22.8,20.98,Chennai
20787,7,2,2018,#N/A,5.6,5.15,Bengaluru
20788,10,5,2019,#N/A,8,7.36,Delhi
20789,6,2,2018,#N/A,4.8,4.42,Mumbai
20790,14,11,2017,#N/A,13.3,12.24,Srinagar
20791,18,9,2018,#N/A,17.1,15.73,Ranchi
20792,6,5,2019,#N/A,4.8,4.42,Aurangabad
20793,22,2,2018,#N/A,20.9,19.23,Bhopal
20794,10,3,2019,#N/A,8,7.36,Shillong
20795,9,3,2019,#N/A,7.2,6.62,Delhi
20796,4,7,2019,#N/A,3.2,2.94,Chandigarh
20797,2,9,2017,#N/A,1.6,1.47,Nagpur
20798,16,6,2019,#N/A,15.2,13.98,Mumbai
20799,4,2,2018,#N/A,3.2,2.94,Nagpur
20800,4,1,2017,#N/A,3.8,3.50,Bhopal
20801,14,6,2017,#N/A,13.3,12.24,Jaipur
20802,9,12,2017,#N/A,7.2,6.62,Chandigarh
20803,6,8,2018,#N/A,4.8,4.42,Bhopal
20804,5,2,2018,#N/A,4,3.68,Mumbai
20805,24,11,2018,#N/A,19.2,17.66,Shillong
20806,4,1,2018,#N/A,3.8,3.50,Nagpur
20807,4,9,2018,#N/A,3.2,2.94,Shillong
20808,7,4,2017,#N/A,5.6,5.15,Mumbai
20809,2,5,2018,#N/A,1.9,1.75,Aurangabad
20810,3,7,2019,#N/A,2.4,2.21,Bengaluru
20811,9,1,2019,#N/A,7.2,6.62,Nagpur
20812,3,11,2019,#N/A,2.4,2.21,Nasik
20813,6,9,2018,#N/A,5.7,5.24,Chandigarh
20814,10,10,2018,#N/A,9.5,8.74,Chennai
20815,2,4,2019,#N/A,1.6,1.47,Bengaluru
20816,8,9,2018,#N/A,7.6,6.99,Mumbai
20817,10,10,2017,#N/A,8,7.36,Gandhinagar
20818,5,1,2017,#N/A,4,3.68,Shillong
20819,16,2,2017,#N/A,12.8,11.78,Bengaluru
20820,7,5,2017,#N/A,5.6,5.15,Chennai
20821,20,8,2019,#N/A,19,17.48,Srinagar
20822,4,11,2018,#N/A,3.8,3.50,Pune
20823,24,10,2019,#N/A,19.2,17.66,Bengaluru
20824,24,11,2019,#N/A,19.2,17.66,Bengaluru
20825,24,1,2018,#N/A,22.8,20.98,Nagpur
20826,16,11,2018,#N/A,15.2,13.98,Aurangabad
20827,6,11,2019,#N/A,4.8,4.42,Shillong
20828,11,3,2017,#N/A,8.8,8.10,Bhopal
20829,10,5,2019,#N/A,8,7.36,Jaipur
20830,4,8,2017,#N/A,3.8,3.50,Shillong
20831,24,8,2019,#N/A,22.8,20.98,Aurangabad
20832,10,1,2017,#N/A,9.5,8.74,Chandigarh
20833,18,3,2018,#N/A,17.1,15.73,Shillong
20834,20,4,2017,#N/A,19,17.48,Chennai
20835,14,10,2018,#N/A,13.3,12.24,Chandigarh
20836,4,4,2019,#N/A,3.2,2.94,Gandhinagar
20837,4,5,2017,#N/A,3.8,3.50,Shillong
20838,14,11,2018,#N/A,13.3,12.24,Nasik
20839,9,9,2018,#N/A,7.2,6.62,Nasik
20840,2,2,2017,#N/A,1.9,1.75,Gandhinagar
20841,20,10,2017,#N/A,16,14.72,Jaipur
20842,12,3,2019,#N/A,9.6,8.83,Pune
20843,3,3,2019,#N/A,2.4,2.21,Delhi
20844,9,10,2017,#N/A,7.2,6.62,Jaipur
20845,9,11,2019,#N/A,7.2,6.62,Jaipur
20846,12,5,2019,#N/A,11.4,10.49,Mumbai
20847,9,6,2019,#N/A,7.2,6.62,Aurangabad
20848,10,10,2019,#N/A,8,7.36,Gandhinagar
20849,6,9,2019,#N/A,4.8,4.42,Chennai
20850,5,10,2018,#N/A,4,3.68,Srinagar
20851,6,6,2017,#N/A,5.7,5.24,Shillong
20852,4,3,2017,#N/A,3.2,2.94,Aurangabad
20853,12,7,2018,#N/A,9.6,8.83,Bengaluru
20854,12,10,2017,#N/A,11.4,10.49,Chennai
20855,18,7,2018,#N/A,17.1,15.73,Aurangabad
20856,8,7,2018,#N/A,7.6,6.99,Nagpur
20857,16,7,2018,#N/A,12.8,11.78,Bengaluru
20858,10,12,2019,#N/A,8,7.36,Pune
20859,7,9,2019,#N/A,5.6,5.15,Gandhinagar
20860,24,3,2019,#N/A,19.2,17.66,Pune
20861,2,10,2017,#N/A,1.6,1.47,Shillong
20862,3,9,2018,#N/A,2.4,2.21,Delhi
20863,1,4,2018,#N/A,0.8,0.74,Mumbai
20864,10,3,2019,#N/A,8,7.36,Aurangabad
20865,5,5,2017,#N/A,4,3.68,Shillong
20866,20,12,2018,#N/A,16,14.72,Gandhinagar
20867,4,7,2017,#N/A,3.8,3.50,Gandhinagar
20868,8,2,2017,#N/A,6.4,5.89,Bhopal
20869,16,5,2018,#N/A,15.2,13.98,Srinagar
20870,5,8,2019,#N/A,4,3.68,Chandigarh
20871,2,3,2019,#N/A,1.9,1.75,Aurangabad
20872,20,10,2018,#N/A,19,17.48,Nasik
20873,8,11,2018,#N/A,6.4,5.89,Shillong
20874,4,7,2019,#N/A,3.2,2.94,Jaipur
20875,8,4,2019,#N/A,6.4,5.89,Pune
20876,6,3,2017,#N/A,5.7,5.24,Pune
20877,7,12,2019,#N/A,5.6,5.15,Shillong
20878,11,3,2018,#N/A,8.8,8.10,Chandigarh
20879,4,1,2018,#N/A,3.8,3.50,Jaipur
20880,8,3,2017,#N/A,6.4,5.89,Bengaluru
20881,4,11,2018,#N/A,3.2,2.94,Gandhinagar
20882,2,3,2018,#N/A,1.6,1.47,Chandigarh
20883,3,6,2019,#N/A,2.4,2.21,Ranchi
20884,1,10,2019,#N/A,0.8,0.74,Gandhinagar
20885,12,10,2017,#N/A,11.4,10.49,Gandhinagar
20886,5,5,2018,#N/A,4,3.68,Nagpur
20887,14,10,2018,#N/A,13.3,12.24,Mumbai
20888,20,4,2017,#N/A,19,17.48,Srinagar
20889,6,7,2018,#N/A,4.8,4.42,Chennai
20890,12,9,2018,#N/A,11.4,10.49,Nasik
20891,4,1,2017,#N/A,3.2,2.94,Srinagar
20892,4,9,2017,#N/A,3.8,3.50,Chennai
20893,9,6,2018,#N/A,7.2,6.62,Gandhinagar
20894,7,12,2019,#N/A,5.6,5.15,Bhopal
20895,18,2,2017,#N/A,17.1,15.73,Bhopal
20896,7,8,2017,#N/A,5.6,5.15,Mumbai
20897,18,7,2017,#N/A,14.4,13.25,Bhopal
20898,5,11,2017,#N/A,4,3.68,Chennai
20899,7,4,2019,#N/A,5.6,5.15,Nasik
20900,10,12,2019,#N/A,9.5,8.74,Delhi
20901,10,8,2017,#N/A,9.5,8.74,Mumbai
20902,9,6,2019,#N/A,7.2,6.62,Ranchi
20903,7,4,2017,#N/A,5.6,5.15,Bhopal
20904,8,2,2018,#N/A,7.6,6.99,Nagpur
20905,9,3,2017,#N/A,7.2,6.62,Srinagar
20906,14,6,2018,#N/A,11.2,10.30,Gandhinagar
20907,1,1,2019,#N/A,0.8,0.74,Ranchi
20908,16,11,2018,#N/A,15.2,13.98,Nasik
20909,10,4,2019,#N/A,8,7.36,Mumbai
20910,4,3,2019,#N/A,3.2,2.94,Bhopal
20911,8,11,2019,#N/A,7.6,6.99,Pune
