Customer Number,Applied Loan Amount in Lacs,Month,Fin Year,Month Year,Channel Id,Product Id,Gender,Occupation,Age,Salary,Branch Code
20813,6,9,2018,#N/A,1,4,Female,Salaried,26-32,3 LPA - 5 LPA,11
20814,10,10,2018,#N/A,3,3,Male,Business,26-32,3 LPA - 5 LPA,7
20815,2,4,2019,#N/A,3,3,Female,Business,63+,25+,5
20816,8,9,2018,#N/A,2,4,Female,Business,26-32,15 LPA - 25 LPA,1
20817,10,10,2017,#N/A,2,2,Male,Salaried,44-55,7 LPA - 9 LPA,14
20818,5,1,2017,#N/A,2,4,Female,Business,63+,15 LPA - 25 LPA,13
20819,16,2,2017,#N/A,4,1,Male,Business,33-43,15 LPA - 25 LPA,5
20820,7,5,2017,#N/A,1,1,Third Gender,Business,44-55,5 LPA - 7 LPA,7
20821,20,8,2019,#N/A,3,2,Male,Business,26-32,7 LPA - 9 LPA,12
20822,4,11,2018,#N/A,3,1,Third Gender,Business,26-32,7 LPA - 9 LPA,2
20823,24,10,2019,#N/A,4,1,Male,Business,33-43,5 LPA - 7 LPA,5
20824,24,11,2019,#N/A,4,1,Male,Business,33-43,3 LPA - 5 LPA,5
20825,24,1,2018,#N/A,3,1,Third Gender,Salaried,26-32,15 LPA - 25 LPA,10
20826,16,11,2018,#N/A,3,1,Female,Business,26-32,9 LPA - 15 LPA,9
20827,6,11,2019,#N/A,2,4,Female,Salaried,63+,5 LPA - 7 LPA,13
20828,11,3,2017,#N/A,4,4,Third Gender,Salaried,56-63,7 LPA - 9 LPA,6
20829,10,5,2019,#N/A,1,4,Female,Business,33-43,25+,8
20830,4,8,2017,#N/A,3,1,Male,Business,26-32,25+,13
20831,24,8,2019,#N/A,3,2,Male,Salaried,26-32,3 LPA - 5 LPA,9
20832,10,1,2017,#N/A,1,1,Third Gender,Business,26-32,9 LPA - 15 LPA,11
20833,18,3,2018,#N/A,1,4,Male,Business,26-32,25+,13
20834,20,4,2017,#N/A,3,4,Male,Business,26-32,5 LPA - 7 LPA,7
20835,14,10,2018,#N/A,3,4,Third Gender,Salaried,26-32,5 LPA - 7 LPA,11
20836,4,4,2019,#N/A,4,1,Female,Salaried,33-43,5 LPA - 7 LPA,14
20837,4,5,2017,#N/A,2,3,Female,Salaried,26-32,15 LPA - 25 LPA,13
20838,14,11,2018,#N/A,2,1,Third Gender,Business,26-32,25+,3
20839,9,9,2018,#N/A,3,1,Third Gender,Business,63+,5 LPA - 7 LPA,3
20840,2,2,2017,#N/A,2,4,Male,Business,26-32,7 LPA - 9 LPA,14
20841,20,10,2017,#N/A,1,1,Male,Business,33-43,5 LPA - 7 LPA,8
20842,12,3,2019,#N/A,3,2,Male,Business,44-55,15 LPA - 25 LPA,2
20843,3,3,2019,#N/A,4,4,Third Gender,Business,56-63,3 LPA - 5 LPA,4
20844,9,10,2017,#N/A,4,1,Male,Salaried,63+,5 LPA - 7 LPA,8
20845,9,11,2019,#N/A,2,2,Third Gender,Salaried,44-55,9 LPA - 15 LPA,8
20846,12,5,2019,#N/A,3,3,Male,Business,26-32,5 LPA - 7 LPA,1
20847,9,6,2019,#N/A,2,1,Third Gender,Business,63+,9 LPA - 15 LPA,9
20848,10,10,2019,#N/A,3,1,Male,Salaried,33-43,3 LPA - 5 LPA,14
20849,6,9,2019,#N/A,2,3,Male,Business,33-43,15 LPA - 25 LPA,7
20850,5,10,2018,#N/A,3,4,Female,Salaried,56-63,9 LPA - 15 LPA,12
20851,6,6,2017,#N/A,1,1,Female,Business,26-32,5 LPA - 7 LPA,13
20852,4,3,2017,#N/A,3,3,Female,Business,33-43,9 LPA - 15 LPA,9
20853,12,7,2018,#N/A,2,1,Female,Business,56-63,5 LPA - 7 LPA,5
20854,12,10,2017,#N/A,3,1,Female,Salaried,26-32,9 LPA - 15 LPA,7
20855,18,7,2018,#N/A,3,2,Female,Business,26-32,5 LPA - 7 LPA,9
20856,8,7,2018,#N/A,3,4,Third Gender,Business,26-32,25+,10
20857,16,7,2018,#N/A,2,4,Third Gender,Business,33-43,9 LPA - 15 LPA,5
20858,10,12,2019,#N/A,4,1,Female,Salaried,44-55,9 LPA - 15 LPA,2
20859,7,9,2019,#N/A,4,3,Female,Business,63+,15 LPA - 25 LPA,14
20860,24,3,2019,#N/A,3,2,Female,Business,33-43,15 LPA - 25 LPA,2
20861,2,10,2017,#N/A,2,2,Third Gender,Business,44-55,5 LPA - 7 LPA,13
20862,3,9,2018,#N/A,4,2,Female,Salaried,63+,9 LPA - 15 LPA,4
20863,1,4,2018,#N/A,2,4,Male,Business,56-63,7 LPA - 9 LPA,1
20864,10,3,2019,#N/A,1,1,Third Gender,Salaried,63+,5 LPA - 7 LPA,9
20865,5,5,2017,#N/A,2,1,Third Gender,Salaried,56-63,25+,13
20866,20,12,2018,#N/A,4,3,Third Gender,Business,33-43,3 LPA - 5 LPA,14
20867,4,7,2017,#N/A,2,1,Male,Business,26-32,7 LPA - 9 LPA,14
20868,8,2,2017,#N/A,2,1,Third Gender,Business,63+,5 LPA - 7 LPA,6
20869,16,5,2018,#N/A,2,1,Third Gender,Salaried,26-32,7 LPA - 9 LPA,12
20870,5,8,2019,#N/A,4,1,Third Gender,Business,44-55,7 LPA - 9 LPA,11
20871,2,3,2019,#N/A,3,2,Third Gender,Salaried,26-32,7 LPA - 9 LPA,9
20872,20,10,2018,#N/A,3,1,Third Gender,Salaried,26-32,9 LPA - 15 LPA,3
20873,8,11,2018,#N/A,1,2,Third Gender,Business,33-43,9 LPA - 15 LPA,13
20874,4,7,2019,#N/A,2,2,Male,Business,44-55,5 LPA - 7 LPA,8
20875,8,4,2019,#N/A,4,1,Male,Salaried,33-43,25+,2
20876,6,3,2017,#N/A,2,1,Female,Business,26-32,15 LPA - 25 LPA,2
20877,7,12,2019,#N/A,3,1,Female,Salaried,63+,7 LPA - 9 LPA,13
20878,11,3,2018,#N/A,2,4,Female,Business,63+,9 LPA - 15 LPA,11
20879,4,1,2018,#N/A,3,1,Third Gender,Business,26-32,5 LPA - 7 LPA,8
20880,8,3,2017,#N/A,4,1,Male,Salaried,56-63,5 LPA - 7 LPA,5
20881,4,11,2018,#N/A,1,4,Female,Business,33-43,7 LPA - 9 LPA,14
20882,2,3,2018,#N/A,4,3,Female,Salaried,56-63,7 LPA - 9 LPA,11
20883,3,6,2019,#N/A,2,3,Third Gender,Salaried,56-63,5 LPA - 7 LPA,15
20884,1,10,2019,#N/A,3,1,Male,Business,44-55,5 LPA - 7 LPA,14
20885,12,10,2017,#N/A,2,3,Male,Salaried,26-32,9 LPA - 15 LPA,14
20886,5,5,2018,#N/A,2,2,Male,Salaried,44-55,5 LPA - 7 LPA,10
20887,14,10,2018,#N/A,3,4,Third Gender,Salaried,26-32,9 LPA - 15 LPA,1
20888,20,4,2017,#N/A,3,1,Female,Salaried,26-32,5 LPA - 7 LPA,12
20889,6,7,2018,#N/A,3,3,Third Gender,Business,56-63,9 LPA - 15 LPA,7
20890,12,9,2018,#N/A,2,4,Third Gender,Business,26-32,7 LPA - 9 LPA,3
20891,4,1,2017,#N/A,2,2,Female,Business,44-55,25+,12
20892,4,9,2017,#N/A,3,4,Female,Salaried,26-32,3 LPA - 5 LPA,7
20893,9,6,2018,#N/A,4,1,Female,Business,63+,15 LPA - 25 LPA,14
20894,7,12,2019,#N/A,3,3,Third Gender,Business,63+,3 LPA - 5 LPA,6
20895,18,2,2017,#N/A,1,1,Third Gender,Salaried,26-32,7 LPA - 9 LPA,6
20896,7,8,2017,#N/A,2,4,Female,Business,63+,9 LPA - 15 LPA,1
20897,18,7,2017,#N/A,2,2,Male,Salaried,33-43,9 LPA - 15 LPA,6
20898,5,11,2017,#N/A,4,1,Female,Business,63+,25+,7
20899,7,4,2019,#N/A,3,1,Third Gender,Salaried,56-63,5 LPA - 7 LPA,3
20900,10,12,2019,#N/A,1,2,Male,Salaried,26-32,3 LPA - 5 LPA,4
20901,10,8,2017,#N/A,3,3,Male,Salaried,26-32,15 LPA - 25 LPA,1
20902,9,6,2019,#N/A,1,3,Male,Business,56-63,15 LPA - 25 LPA,15
20903,7,4,2017,#N/A,2,3,Third Gender,Business,44-55,3 LPA - 5 LPA,6
20904,8,2,2018,#N/A,3,1,Third Gender,Salaried,26-32,3 LPA - 5 LPA,10
20905,9,3,2017,#N/A,2,4,Third Gender,Business,56-63,3 LPA - 5 LPA,12
20906,14,6,2018,#N/A,2,1,Third Gender,Business,33-43,7 LPA - 9 LPA,14
20907,1,1,2019,#N/A,3,2,Male,Business,56-63,15 LPA - 25 LPA,15
20908,16,11,2018,#N/A,3,1,Third Gender,Business,26-32,5 LPA - 7 LPA,3
20909,10,4,2019,#N/A,4,4,Female,Business,44-55,15 LPA - 25 LPA,1
20910,4,3,2019,#N/A,1,2,Male,Salaried,33-43,5 LPA - 7 LPA,6
20911,8,11,2019,#N/A,3,1,Female,Salaried,26-32,15 LPA - 25 LPA,2
20912,12,11,2018,#N/A,3,1,Male,Salaried,44-55,25+,10
20913,6,7,2018,#N/A,3,2,Third Gender,Business,26-32,7 LPA - 9 LPA,11
20914,2,3,2017,#N/A,3,3,Third Gender,Business,26-32,5 LPA - 7 LPA,8
20915,1,2,2017,#N/A,4,3,Male,Business,44-55,25+,5
20916,1,3,2018,#N/A,4,3,Female,Salaried,63+,5 LPA - 7 LPA,3
20917,7,12,2018,#N/A,3,4,Third Gender,Salaried,56-63,15 LPA - 25 LPA,2
20918,3,5,2019,#N/A,1,3,Female,Business,63+,7 LPA - 9 LPA,11
20919,9,12,2018,#N/A,4,4,Female,Salaried,44-55,15 LPA - 25 LPA,8
20920,10,12,2017,#N/A,1,3,Female,Business,56-63,9 LPA - 15 LPA,11
20921,5,3,2018,#N/A,3,3,Male,Salaried,44-55,9 LPA - 15 LPA,12
20922,10,9,2018,#N/A,1,1,Third Gender,Salaried,26-32,9 LPA - 15 LPA,2
20923,12,3,2017,#N/A,4,1,Male,Salaried,44-55,5 LPA - 7 LPA,9
20924,8,12,2018,#N/A,2,4,Third Gender,Business,44-55,5 LPA - 7 LPA,3
20925,8,8,2018,#N/A,3,3,Male,Salaried,44-55,7 LPA - 9 LPA,2
20926,14,5,2018,#N/A,2,3,Third Gender,Business,26-32,5 LPA - 7 LPA,10
20927,18,6,2017,#N/A,2,3,Male,Business,26-32,15 LPA - 25 LPA,6
20928,6,12,2018,#N/A,3,4,Third Gender,Salaried,26-32,9 LPA - 15 LPA,13
20929,12,8,2019,#N/A,1,3,Female,Business,26-32,5 LPA - 7 LPA,15
20930,14,6,2017,#N/A,2,2,Third Gender,Business,26-32,5 LPA - 7 LPA,2
20931,18,1,2018,#N/A,1,4,Third Gender,Salaried,33-43,5 LPA - 7 LPA,9
20932,14,4,2019,#N/A,1,3,Female,Business,26-32,3 LPA - 5 LPA,12
20933,9,9,2019,#N/A,3,1,Male,Business,63+,3 LPA - 5 LPA,13
20934,3,6,2019,#N/A,4,2,Third Gender,Business,56-63,9 LPA - 15 LPA,3
20935,5,8,2018,#N/A,1,3,Male,Salaried,56-63,7 LPA - 9 LPA,8
20936,7,3,2019,#N/A,4,2,Female,Salaried,56-63,15 LPA - 25 LPA,3
20937,16,9,2019,#N/A,4,3,Third Gender,Salaried,33-43,9 LPA - 15 LPA,7
20938,14,10,2017,#N/A,4,1,Male,Salaried,33-43,7 LPA - 9 LPA,12
20939,6,12,2018,#N/A,2,3,Female,Salaried,26-32,25+,4
20940,14,10,2017,#N/A,4,3,Third Gender,Business,33-43,5 LPA - 7 LPA,9
20941,7,11,2019,#N/A,2,1,Male,Salaried,56-63,15 LPA - 25 LPA,13
20942,16,3,2018,#N/A,2,3,Female,Business,26-32,5 LPA - 7 LPA,7
20943,6,11,2017,#N/A,3,3,Third Gender,Business,26-32,7 LPA - 9 LPA,1
20944,4,4,2018,#N/A,1,1,Third Gender,Salaried,56-63,5 LPA - 7 LPA,9
20945,6,11,2018,#N/A,4,4,Female,Salaried,33-43,9 LPA - 15 LPA,2
20946,7,6,2019,#N/A,3,3,Third Gender,Business,44-55,5 LPA - 7 LPA,1
20947,11,7,2017,#N/A,1,4,Male,Salaried,63+,25+,9
20948,12,1,2019,#N/A,3,3,Male,Salaried,56-63,25+,15
20949,12,12,2017,#N/A,4,4,Female,Salaried,63+,15 LPA - 25 LPA,5
20950,18,4,2017,#N/A,1,4,Third Gender,Salaried,26-32,7 LPA - 9 LPA,15
20951,14,2,2017,#N/A,2,4,Male,Salaried,26-32,9 LPA - 15 LPA,1
20952,7,2,2019,#N/A,4,1,Third Gender,Business,63+,7 LPA - 9 LPA,1
20953,22,9,2017,#N/A,2,2,Male,Business,26-32,15 LPA - 25 LPA,13
20954,18,6,2018,#N/A,3,1,Third Gender,Business,26-32,15 LPA - 25 LPA,14
20955,10,7,2017,#N/A,4,3,Third Gender,Business,56-63,15 LPA - 25 LPA,7
20956,1,1,2019,#N/A,4,2,Third Gender,Business,56-63,5 LPA - 7 LPA,15
20957,4,11,2019,#N/A,2,4,Male,Business,44-55,25+,6
20958,8,5,2019,#N/A,2,3,Male,Salaried,63+,9 LPA - 15 LPA,15
20959,20,5,2017,#N/A,2,4,Male,Business,26-32,5 LPA - 7 LPA,6
20960,20,9,2017,#N/A,3,1,Female,Business,26-32,3 LPA - 5 LPA,2
20961,4,9,2018,#N/A,3,4,Third Gender,Salaried,63+,5 LPA - 7 LPA,9
20962,16,5,2019,#N/A,2,2,Female,Salaried,26-32,9 LPA - 15 LPA,6
20963,1,8,2019,#N/A,4,2,Male,Salaried,63+,3 LPA - 5 LPA,4
20964,10,10,2017,#N/A,2,1,Third Gender,Salaried,26-32,9 LPA - 15 LPA,10
20965,12,12,2017,#N/A,1,1,Male,Business,26-32,9 LPA - 15 LPA,6
20966,8,12,2017,#N/A,1,2,Female,Salaried,26-32,3 LPA - 5 LPA,9
20967,12,9,2018,#N/A,3,2,Third Gender,Salaried,26-32,5 LPA - 7 LPA,11
20968,1,4,2019,#N/A,3,3,Third Gender,Salaried,63+,5 LPA - 7 LPA,14
20969,12,12,2018,#N/A,2,4,Male,Salaried,26-32,9 LPA - 15 LPA,13
20970,24,2,2018,#N/A,1,3,Male,Salaried,26-32,25+,6
20971,4,12,2019,#N/A,3,2,Male,Business,44-55,5 LPA - 7 LPA,2
20972,6,5,2019,#N/A,3,1,Third Gender,Salaried,26-32,25+,13
20973,2,4,2019,#N/A,1,1,Third Gender,Salaried,33-43,15 LPA - 25 LPA,15
20974,9,8,2019,#N/A,2,3,Female,Salaried,44-55,3 LPA - 5 LPA,8
20975,2,6,2017,#N/A,1,3,Male,Salaried,26-32,25+,13
20976,18,4,2017,#N/A,3,2,Male,Business,26-32,25+,1
20977,6,3,2017,#N/A,3,3,Male,Salaried,44-55,25+,2
20978,22,2,2018,#N/A,2,1,Female,Business,26-32,25+,8
20979,22,5,2019,#N/A,2,3,Female,Salaried,26-32,9 LPA - 15 LPA,7
20980,2,1,2017,#N/A,2,3,Third Gender,Salaried,26-32,9 LPA - 15 LPA,8
20981,12,5,2019,#N/A,3,3,Male,Business,26-32,5 LPA - 7 LPA,5
20982,1,11,2019,#N/A,3,2,Female,Salaried,63+,5 LPA - 7 LPA,10
20983,22,6,2018,#N/A,3,4,Male,Salaried,33-43,9 LPA - 15 LPA,4
20984,10,8,2017,#N/A,1,3,Female,Salaried,56-63,7 LPA - 9 LPA,14
20985,10,1,2018,#N/A,2,3,Male,Business,63+,3 LPA - 5 LPA,1
20986,16,4,2018,#N/A,3,3,Third Gender,Business,26-32,7 LPA - 9 LPA,1
20987,2,3,2017,#N/A,4,4,Female,Salaried,56-63,25+,4
20988,4,10,2018,#N/A,1,3,Third Gender,Business,56-63,5 LPA - 7 LPA,8
20989,18,11,2019,#N/A,2,3,Male,Business,26-32,7 LPA - 9 LPA,12
20990,11,2,2018,#N/A,2,4,Female,Salaried,56-63,7 LPA - 9 LPA,13
20991,6,1,2019,#N/A,2,2,Male,Salaried,56-63,7 LPA - 9 LPA,8
20992,24,4,2017,#N/A,3,4,Male,Salaried,26-32,7 LPA - 9 LPA,9
20993,8,12,2019,#N/A,4,3,Female,Salaried,56-63,9 LPA - 15 LPA,13
20994,4,3,2018,#N/A,2,3,Male,Salaried,44-55,25+,11
20995,1,3,2018,#N/A,2,4,Male,Salaried,63+,3 LPA - 5 LPA,11
20996,8,1,2018,#N/A,2,3,Third Gender,Salaried,33-43,9 LPA - 15 LPA,3
20997,18,9,2019,#N/A,2,4,Male,Business,26-32,7 LPA - 9 LPA,8
20998,22,7,2019,#N/A,4,1,Female,Salaried,33-43,7 LPA - 9 LPA,3
20999,10,8,2018,#N/A,3,4,Third Gender,Salaried,63+,5 LPA - 7 LPA,8
21000,7,12,2019,#N/A,1,4,Female,Salaried,44-55,3 LPA - 5 LPA,9
21001,14,7,2017,#N/A,3,3,Female,Salaried,33-43,5 LPA - 7 LPA,12
21002,4,11,2019,#N/A,1,4,Female,Salaried,44-55,25+,4
21003,6,9,2018,#N/A,3,4,Male,Business,26-32,25+,14
21004,20,8,2019,#N/A,2,4,Male,Salaried,26-32,25+,1
21005,12,3,2019,#N/A,1,1,Male,Business,26-32,5 LPA - 7 LPA,9
21006,3,3,2017,#N/A,3,4,Male,Salaried,44-55,3 LPA - 5 LPA,5
21007,2,1,2017,#N/A,3,1,Third Gender,Business,26-32,5 LPA - 7 LPA,6
21008,7,3,2018,#N/A,4,2,Female,Business,56-63,3 LPA - 5 LPA,15
21009,10,4,2018,#N/A,2,4,Third Gender,Salaried,26-32,9 LPA - 15 LPA,10
21010,10,7,2019,#N/A,2,4,Male,Business,26-32,3 LPA - 5 LPA,14
21011,6,6,2019,#N/A,1,4,Male,Salaried,56-63,9 LPA - 15 LPA,13
21012,4,7,2019,#N/A,2,1,Male,Business,26-32,9 LPA - 15 LPA,6
21013,9,3,2018,#N/A,1,1,Female,Business,44-55,9 LPA - 15 LPA,5
21014,12,4,2018,#N/A,1,3,Male,Business,44-55,7 LPA - 9 LPA,2
21015,24,3,2019,#N/A,1,2,Third Gender,Salaried,26-32,7 LPA - 9 LPA,5
21016,9,12,2017,#N/A,2,1,Male,Salaried,56-63,5 LPA - 7 LPA,10
21017,22,12,2017,#N/A,3,3,Third Gender,Salaried,33-43,3 LPA - 5 LPA,1
21018,7,12,2019,#N/A,3,1,Third Gender,Salaried,56-63,5 LPA - 7 LPA,11
21019,24,6,2019,#N/A,2,1,Female,Salaried,26-32,9 LPA - 15 LPA,12
21020,8,10,2018,#N/A,1,2,Female,Salaried,63+,9 LPA - 15 LPA,6
21021,12,6,2018,#N/A,2,1,Third Gender,Business,26-32,9 LPA - 15 LPA,14
21022,8,5,2018,#N/A,2,4,Male,Salaried,44-55,25+,14
21023,18,2,2018,#N/A,1,4,Third Gender,Salaried,26-32,7 LPA - 9 LPA,3
21024,10,12,2018,#N/A,2,2,Male,Business,44-55,15 LPA - 25 LPA,12
21025,6,3,2018,#N/A,3,1,Female,Salaried,26-32,7 LPA - 9 LPA,10
21026,14,6,2017,#N/A,1,1,Male,Salaried,26-32,5 LPA - 7 LPA,8
21027,3,1,2019,#N/A,4,1,Female,Salaried,56-63,15 LPA - 25 LPA,15
21028,14,12,2019,#N/A,2,1,Male,Salaried,26-32,3 LPA - 5 LPA,15
21029,1,12,2018,#N/A,3,1,Male,Business,44-55,25+,5
21030,11,5,2017,#N/A,4,4,Male,Business,44-55,25+,8
21031,1,8,2017,#N/A,1,4,Male,Salaried,44-55,5 LPA - 7 LPA,4
21032,8,2,2019,#N/A,2,4,Female,Business,63+,9 LPA - 15 LPA,8
21033,6,9,2019,#N/A,4,1,Third Gender,Salaried,33-43,15 LPA - 25 LPA,3
21034,10,12,2018,#N/A,2,4,Male,Salaried,44-55,7 LPA - 9 LPA,3
21035,8,6,2017,#N/A,2,1,Female,Business,56-63,9 LPA - 15 LPA,1
21036,12,7,2017,#N/A,1,1,Female,Salaried,44-55,7 LPA - 9 LPA,6
21037,24,1,2018,#N/A,2,2,Male,Business,26-32,25+,6
21038,12,3,2019,#N/A,4,4,Male,Salaried,63+,5 LPA - 7 LPA,2
21039,10,9,2019,#N/A,2,4,Female,Business,56-63,9 LPA - 15 LPA,10
21040,18,5,2017,#N/A,2,2,Third Gender,Business,26-32,7 LPA - 9 LPA,6
21041,8,12,2019,#N/A,1,2,Male,Salaried,26-32,9 LPA - 15 LPA,1
21042,2,2,2019,#N/A,3,3,Female,Business,63+,9 LPA - 15 LPA,12
21043,1,10,2019,#N/A,3,2,Male,Business,56-63,5 LPA - 7 LPA,5
21044,5,1,2017,#N/A,3,2,Third Gender,Salaried,63+,7 LPA - 9 LPA,15
21045,7,10,2018,#N/A,3,1,Third Gender,Salaried,56-63,25+,3
21046,10,4,2019,#N/A,3,3,Male,Business,26-32,3 LPA - 5 LPA,7
21047,22,9,2019,#N/A,4,2,Third Gender,Salaried,33-43,5 LPA - 7 LPA,11
21048,9,1,2018,#N/A,2,2,Third Gender,Business,56-63,9 LPA - 15 LPA,6
21049,5,1,2018,#N/A,2,2,Female,Salaried,56-63,3 LPA - 5 LPA,14
21050,6,7,2018,#N/A,3,2,Male,Business,56-63,25+,14
21051,3,2,2018,#N/A,1,4,Male,Business,44-55,5 LPA - 7 LPA,7
21052,10,8,2019,#N/A,2,1,Male,Salaried,44-55,3 LPA - 5 LPA,13
21053,3,4,2017,#N/A,3,3,Third Gender,Business,63+,3 LPA - 5 LPA,2
21054,1,5,2018,#N/A,3,2,Male,Salaried,56-63,15 LPA - 25 LPA,9
21055,24,3,2019,#N/A,1,4,Third Gender,Salaried,26-32,5 LPA - 7 LPA,5
21056,1,11,2017,#N/A,2,4,Male,Business,63+,25+,9
21057,4,4,2018,#N/A,3,2,Male,Business,26-32,5 LPA - 7 LPA,8
21058,4,9,2017,#N/A,4,4,Male,Salaried,44-55,5 LPA - 7 LPA,5
21059,2,11,2018,#N/A,3,4,Third Gender,Salaried,26-32,15 LPA - 25 LPA,15
21060,14,8,2018,#N/A,3,1,Third Gender,Salaried,26-32,7 LPA - 9 LPA,13
21061,18,10,2018,#N/A,1,3,Male,Salaried,33-43,3 LPA - 5 LPA,1
21062,6,11,2017,#N/A,3,3,Third Gender,Salaried,26-32,7 LPA - 9 LPA,7
21063,12,1,2018,#N/A,2,1,Female,Salaried,33-43,15 LPA - 25 LPA,4
21064,10,9,2019,#N/A,2,1,Third Gender,Salaried,63+,25+,12
21065,12,11,2017,#N/A,2,3,Female,Salaried,56-63,3 LPA - 5 LPA,9
21066,9,6,2019,#N/A,4,1,Female,Business,63+,7 LPA - 9 LPA,2
21067,12,4,2017,#N/A,2,2,Female,Salaried,63+,15 LPA - 25 LPA,4
21068,11,7,2018,#N/A,4,2,Female,Business,56-63,25+,5
21069,18,6,2019,#N/A,1,1,Third Gender,Business,33-43,25+,7
21070,9,7,2019,#N/A,1,1,Male,Business,63+,15 LPA - 25 LPA,11
21071,11,6,2018,#N/A,2,3,Male,Business,56-63,3 LPA - 5 LPA,4
21072,12,8,2018,#N/A,1,2,Third Gender,Business,26-32,15 LPA - 25 LPA,12
21073,10,2,2019,#N/A,1,2,Female,Business,63+,5 LPA - 7 LPA,10
21074,9,5,2018,#N/A,4,4,Female,Business,56-63,3 LPA - 5 LPA,14
21075,4,4,2017,#N/A,3,2,Female,Business,26-32,3 LPA - 5 LPA,8
21076,4,7,2018,#N/A,2,3,Male,Business,44-55,15 LPA - 25 LPA,6
21077,20,5,2017,#N/A,3,3,Third Gender,Business,26-32,5 LPA - 7 LPA,11
21078,2,6,2019,#N/A,3,2,Male,Business,26-32,5 LPA - 7 LPA,15
21079,9,11,2017,#N/A,4,2,Third Gender,Business,44-55,3 LPA - 5 LPA,15
21080,18,10,2017,#N/A,3,2,Female,Salaried,26-32,5 LPA - 7 LPA,13
21081,3,6,2017,#N/A,4,1,Third Gender,Business,63+,9 LPA - 15 LPA,3
21082,4,6,2018,#N/A,3,1,Male,Business,26-32,3 LPA - 5 LPA,6
21083,8,2,2019,#N/A,2,4,Third Gender,Business,63+,15 LPA - 25 LPA,3
21084,10,12,2017,#N/A,3,2,Third Gender,Salaried,63+,7 LPA - 9 LPA,11
21085,2,12,2017,#N/A,2,2,Male,Business,56-63,7 LPA - 9 LPA,4
21086,10,11,2019,#N/A,1,1,Male,Salaried,26-32,15 LPA - 25 LPA,10
21087,3,10,2017,#N/A,4,3,Third Gender,Business,44-55,9 LPA - 15 LPA,13
21088,2,10,2018,#N/A,3,2,Male,Salaried,33-43,5 LPA - 7 LPA,8
21089,8,5,2019,#N/A,1,3,Third Gender,Business,44-55,9 LPA - 15 LPA,14
21090,8,7,2019,#N/A,3,4,Third Gender,Salaried,63+,9 LPA - 15 LPA,15
21091,2,7,2019,#N/A,3,3,Male,Business,26-32,3 LPA - 5 LPA,7
21092,18,5,2018,#N/A,2,1,Female,Salaried,33-43,5 LPA - 7 LPA,1
21093,6,1,2018,#N/A,4,4,Female,Salaried,56-63,9 LPA - 15 LPA,13
21094,24,11,2018,#N/A,3,2,Third Gender,Business,26-32,25+,5
21095,18,11,2017,#N/A,3,3,Female,Salaried,26-32,25+,10
21096,6,7,2018,#N/A,2,2,Male,Salaried,56-63,3 LPA - 5 LPA,9
21097,12,8,2018,#N/A,3,4,Female,Business,56-63,9 LPA - 15 LPA,10
21098,18,8,2018,#N/A,1,3,Male,Salaried,33-43,15 LPA - 25 LPA,12
21099,5,5,2018,#N/A,1,1,Third Gender,Salaried,56-63,3 LPA - 5 LPA,14
21100,5,6,2018,#N/A,1,2,Male,Salaried,63+,9 LPA - 15 LPA,1
21101,7,10,2018,#N/A,3,3,Male,Business,63+,7 LPA - 9 LPA,5
21102,16,4,2017,#N/A,3,2,Male,Business,26-32,9 LPA - 15 LPA,11
21103,7,2,2017,#N/A,3,3,Female,Business,44-55,3 LPA - 5 LPA,15
21104,2,7,2019,#N/A,1,2,Male,Business,56-63,25+,6
21105,2,5,2017,#N/A,4,1,Third Gender,Salaried,63+,5 LPA - 7 LPA,9
21106,12,8,2018,#N/A,3,4,Third Gender,Salaried,26-32,5 LPA - 7 LPA,6
21107,14,2,2018,#N/A,1,3,Third Gender,Business,26-32,7 LPA - 9 LPA,13
21108,24,8,2019,#N/A,2,2,Third Gender,Salaried,33-43,15 LPA - 25 LPA,3
21109,4,12,2018,#N/A,2,3,Female,Salaried,63+,9 LPA - 15 LPA,13
21110,4,11,2018,#N/A,2,2,Male,Business,44-55,25+,12
21111,8,7,2017,#N/A,1,4,Male,Salaried,63+,25+,8
21112,8,3,2019,#N/A,3,2,Male,Salaried,56-63,9 LPA - 15 LPA,10
21113,6,8,2018,#N/A,1,2,Male,Salaried,26-32,9 LPA - 15 LPA,10
21114,2,3,2019,#N/A,4,3,Male,Business,33-43,5 LPA - 7 LPA,12
21115,10,3,2018,#N/A,1,2,Third Gender,Salaried,26-32,15 LPA - 25 LPA,6
21116,2,4,2017,#N/A,3,2,Third Gender,Salaried,44-55,9 LPA - 15 LPA,3
21117,16,12,2018,#N/A,2,2,Male,Salaried,26-32,9 LPA - 15 LPA,6
21118,8,6,2019,#N/A,3,1,Female,Business,63+,9 LPA - 15 LPA,8
21119,7,1,2018,#N/A,2,2,Third Gender,Salaried,56-63,3 LPA - 5 LPA,13
21120,16,10,2018,#N/A,2,3,Male,Business,33-43,9 LPA - 15 LPA,6
21121,10,7,2019,#N/A,2,3,Third Gender,Salaried,33-43,7 LPA - 9 LPA,9
21122,7,5,2017,#N/A,2,3,Third Gender,Salaried,56-63,25+,10
21123,12,11,2018,#N/A,3,4,Third Gender,Business,26-32,25+,12
21124,6,9,2017,#N/A,3,2,Third Gender,Business,44-55,15 LPA - 25 LPA,7
21125,8,7,2017,#N/A,3,1,Female,Salaried,44-55,5 LPA - 7 LPA,14
