Customer Number,Month,Fin Year,Month Year,Delinquency Months,Recovery Amount,Recovery Branch
20556,12,2017,12-2017,90 Days,13.98,Delhi
20557,8,2017,8-2017,12 Months,11.78,Nasik
20558,8,2018,8-2018,60 Days,6.48,Delhi
20560,11,2017,11-2017,6 Month,9.79,Mumbai
20561,5,2017,5-2017,12 Months,3.53,Ranchi
20562,9,2018,9-2018,60 Days,6.48,Bhopal
20565,11,2017,11-2017,60 Days,16.78,Chandigarh
20566,12,2018,12-2018,24 Months and more,9.79,Jaipur
20567,5,2018,5-2018,30 Days,5.59,Nasik
20570,12,2017,12-2017,24 Months and more,1.40,Mumbai
20571,4,2017,4-2017,30 Days,4.20,Nasik
20573,12,2017,12-2017,12 Months,4.71,Bhopal
20574,4,2017,4-2017,12 Months,1.18,Delhi
20575,12,2018,12-2018,60 Days,5.59,Bhopal
20576,2,2017,2-2017,30 Days,10.60,Srinagar
20577,6,2017,6-2017,6 Month,1.77,Shillong
20579,3,2017,3-2017,30 Days,13.98,Delhi
20580,11,2018,11-2018,6 Month,2.80,Shillong
20581,3,2018,3-2018,90 Days,1.18,Delhi
20583,11,2018,11-2018,6 Month,1.40,Ranchi
20586,7,2017,7-2017,12 Months,9.79,Delhi
20587,9,2018,9-2018,60 Days,4.71,Nasik
20588,2,2017,2-2017,90 Days,4.71,Chennai
20589,5,2017,5-2017,30 Days,5.89,Aurangabad
20590,4,2017,4-2017,6 Month,5.59,Chennai
20591,10,2018,10-2018,12 Months,1.18,Jaipur
20593,4,2018,4-2018,24 Months and more,5.59,Bhopal
20594,8,2018,8-2018,90 Days,14.13,Gandhinagar
20595,2,2018,2-2018,30 Days,11.19,Nasik
20599,2,2017,2-2017,90 Days,16.78,Bengaluru
20600,5,2017,5-2017,30 Days,1.77,Bhopal
20601,12,2018,12-2018,30 Days,12.59,Ranchi
20602,1,2017,1-2017,60 Days,8.39,Aurangabad
20603,1,2018,1-2018,60 Days,2.94,Ranchi
20604,10,2018,10-2018,12 Months,12.59,Nagpur
20605,11,2017,11-2017,30 Days,4.12,Bengaluru
20607,11,2017,11-2017,60 Days,7.07,Bengaluru
20608,1,2018,1-2018,60 Days,11.78,Pune
20611,2,2018,2-2018,90 Days,2.80,Mumbai
20612,9,2017,9-2017,24 Months and more,12.59,Nagpur
20615,11,2017,11-2017,24 Months and more,2.94,Aurangabad
20616,3,2018,3-2018,12 Months,12.95,Chennai
20618,5,2018,5-2018,6 Month,2.80,Pune
20619,11,2018,11-2018,6 Month,2.36,Srinagar
20622,3,2018,3-2018,6 Month,7.07,Nasik
20623,8,2017,8-2017,24 Months and more,5.59,Chandigarh
20624,8,2018,8-2018,60 Days,1.77,Shillong
20625,9,2017,9-2017,30 Days,6.48,Nagpur
20627,5,2018,5-2018,30 Days,9.79,Gandhinagar
20629,12,2018,12-2018,30 Days,5.30,Pune
20632,3,2017,3-2017,30 Days,8.24,Aurangabad
20635,8,2018,8-2018,6 Month,16.78,Bhopal
20637,9,2017,9-2017,24 Months and more,1.18,Pune
20638,9,2018,9-2018,90 Days,15.38,Bengaluru
20639,4,2017,4-2017,6 Month,8.39,Jaipur
20641,5,2018,5-2018,24 Months and more,9.79,Mumbai
20642,8,2018,8-2018,30 Days,4.71,Mumbai
20643,7,2017,7-2017,6 Month,4.71,Chandigarh
20645,8,2018,8-2018,90 Days,5.30,Srinagar
20646,12,2018,12-2018,12 Months,7.07,Chandigarh
20647,10,2018,10-2018,24 Months and more,2.36,Ranchi
20648,4,2017,4-2017,30 Days,6.48,Nagpur
20650,5,2018,5-2018,30 Days,0.59,Bhopal
20651,6,2018,6-2018,6 Month,1.77,Aurangabad
20652,3,2018,3-2018,12 Months,1.77,Ranchi
20653,5,2017,5-2017,90 Days,2.94,Pune
20654,1,2018,1-2018,90 Days,4.20,Nagpur
20655,6,2018,6-2018,6 Month,6.48,Shillong
20657,5,2017,5-2017,24 Months and more,9.79,Srinagar
20660,6,2018,6-2018,60 Days,12.59,Nasik
20663,6,2018,6-2018,60 Days,1.77,Gandhinagar
20666,4,2017,4-2017,12 Months,8.39,Gandhinagar
20668,12,2018,12-2018,30 Days,5.30,Gandhinagar
20669,10,2017,10-2017,90 Days,7.07,Nasik
20670,10,2018,10-2018,24 Months and more,0.59,Pune
20671,12,2017,12-2017,60 Days,7.07,Aurangabad
20672,12,2017,12-2017,90 Days,3.53,Gandhinagar
20673,11,2017,11-2017,12 Months,2.36,Shillong
20674,1,2018,1-2018,60 Days,15.38,Srinagar
20675,1,2017,1-2017,24 Months and more,9.79,Delhi
20678,8,2017,8-2017,6 Month,0.59,Aurangabad
20679,3,2018,3-2018,60 Days,4.12,Chandigarh
20680,10,2018,10-2018,90 Days,8.24,Nasik
20681,2,2017,2-2017,90 Days,5.89,Gandhinagar
20682,12,2018,12-2018,90 Days,3.53,Gandhinagar
20683,3,2017,3-2017,24 Months and more,1.18,Gandhinagar
20684,6,2017,6-2017,24 Months and more,4.71,Chennai
20685,2,2018,2-2018,6 Month,2.80,Shillong
20690,4,2018,4-2018,30 Days,11.78,Ranchi
20691,10,2017,10-2017,30 Days,7.07,Bhopal
20693,8,2017,8-2017,6 Month,9.42,Jaipur
20695,8,2018,8-2018,24 Months and more,4.20,Bhopal
20696,7,2018,7-2018,24 Months and more,5.59,Jaipur
20697,2,2017,2-2017,60 Days,8.39,Mumbai
20698,8,2018,8-2018,12 Months,2.36,Pune
20700,12,2017,12-2017,12 Months,0.59,Shillong
20703,2,2018,2-2018,90 Days,0.59,Mumbai
20704,11,2018,11-2018,30 Days,4.12,Aurangabad
20705,1,2017,1-2017,6 Month,12.59,Mumbai
20707,12,2018,12-2018,60 Days,2.36,Delhi
20708,2,2017,2-2017,30 Days,2.80,Ranchi
20709,4,2017,4-2017,24 Months and more,1.77,Bengaluru
20710,6,2018,6-2018,30 Days,11.19,Nagpur
20711,2,2018,2-2018,60 Days,2.36,Shillong
20712,3,2017,3-2017,60 Days,4.12,Bengaluru
20714,1,2018,1-2018,12 Months,4.12,Bhopal
20715,5,2017,5-2017,30 Days,3.53,Mumbai
20716,6,2018,6-2018,24 Months and more,8.39,Pune
20717,12,2017,12-2017,12 Months,5.89,Mumbai
20720,5,2017,5-2017,90 Days,2.36,Ranchi
20721,7,2017,7-2017,12 Months,1.77,Srinagar
20723,6,2017,6-2017,24 Months and more,6.48,Bengaluru
20724,6,2018,6-2018,24 Months and more,9.79,Ranchi
20725,11,2018,11-2018,6 Month,1.18,Mumbai
20726,2,2018,2-2018,24 Months and more,5.89,Gandhinagar
20727,10,2017,10-2017,24 Months and more,4.20,Shillong
20729,6,2018,6-2018,12 Months,11.78,Srinagar
20730,12,2017,12-2017,12 Months,6.48,Shillong
20731,11,2017,11-2017,24 Months and more,8.39,Bengaluru
20732,11,2018,11-2018,60 Days,4.20,Srinagar
20733,2,2017,2-2017,24 Months and more,3.53,Delhi
20734,4,2018,4-2018,60 Days,9.42,Srinagar
20738,8,2017,8-2017,60 Days,16.78,Chandigarh
20739,11,2017,11-2017,12 Months,5.30,Gandhinagar
20741,8,2017,8-2017,90 Days,0.59,Nasik
20743,7,2018,7-2018,24 Months and more,8.39,Pune
20745,12,2017,12-2017,6 Month,6.48,Pune
20746,2,2018,2-2018,90 Days,4.71,Gandhinagar
20747,10,2018,10-2018,60 Days,1.40,Gandhinagar
20749,12,2018,12-2018,90 Days,12.95,Delhi
20750,10,2018,10-2018,24 Months and more,4.71,Aurangabad
20753,7,2018,7-2018,12 Months,4.71,Chandigarh
20755,7,2018,7-2018,24 Months and more,5.59,Nasik
20756,3,2018,3-2018,24 Months and more,3.53,Shillong
20758,6,2018,6-2018,6 Month,4.71,Chennai
20761,4,2018,4-2018,12 Months,1.18,Shillong
20764,4,2018,4-2018,60 Days,5.89,Srinagar
20765,11,2018,11-2018,6 Month,7.07,Nagpur
20766,10,2018,10-2018,60 Days,16.78,Chandigarh
20767,7,2017,7-2017,12 Months,7.07,Nagpur
20768,12,2017,12-2017,6 Month,2.36,Shillong
20771,1,2018,1-2018,30 Days,5.30,Jaipur
20775,6,2017,6-2017,60 Days,9.42,Chandigarh
20776,5,2018,5-2018,30 Days,5.30,Ranchi
20777,5,2018,5-2018,24 Months and more,5.89,Gandhinagar
20778,4,2018,4-2018,30 Days,7.07,Delhi
20782,5,2018,5-2018,24 Months and more,5.30,Shillong
20783,11,2017,11-2017,12 Months,2.80,Shillong
20785,9,2018,9-2018,30 Days,1.18,Gandhinagar
20787,2,2018,2-2018,24 Months and more,4.12,Bengaluru
20789,2,2018,2-2018,12 Months,3.53,Gandhinagar
20790,11,2017,11-2017,24 Months and more,1.18,Bhopal
20791,9,2018,9-2018,60 Days,7.07,Aurangabad
20793,2,2018,2-2018,12 Months,1.18,Bhopal
20797,9,2017,9-2017,6 Month,2.80,Chennai
20799,2,2018,2-2018,30 Days,5.59,Chandigarh
20800,1,2017,1-2017,12 Months,8.39,Bengaluru
20801,6,2017,6-2017,30 Days,15.38,Srinagar
20802,12,2017,12-2017,30 Days,7.07,Nasik
20803,8,2018,8-2018,30 Days,1.77,Bhopal
20804,2,2018,2-2018,60 Days,2.36,Pune
20805,11,2018,11-2018,24 Months and more,1.40,Jaipur
20806,1,2018,1-2018,30 Days,5.89,Pune
20807,9,2018,9-2018,6 Month,11.19,Jaipur
20808,4,2017,4-2017,60 Days,4.20,Gandhinagar
20809,5,2018,5-2018,6 Month,5.30,Bhopal
20813,9,2018,9-2018,90 Days,4.71,Srinagar
20814,10,2018,10-2018,30 Days,4.20,Aurangabad
20816,9,2018,9-2018,30 Days,1.18,Gandhinagar
20817,10,2017,10-2017,24 Months and more,12.59,Bengaluru
20818,1,2017,1-2017,60 Days,3.53,Ranchi
20819,2,2017,2-2017,90 Days,6.48,Nasik
20820,5,2017,5-2017,90 Days,4.71,Nasik
20822,11,2018,11-2018,90 Days,11.19,Jaipur
20825,1,2018,1-2018,90 Days,2.94,Ranchi
20826,11,2018,11-2018,24 Months and more,1.40,Srinagar
20828,3,2017,3-2017,60 Days,1.40,Shillong
20830,8,2017,8-2017,24 Months and more,16.78,Srinagar
20832,1,2017,1-2017,24 Months and more,1.40,Nasik
20833,3,2018,3-2018,60 Days,11.19,Aurangabad
20834,4,2017,4-2017,12 Months,2.36,Mumbai
20835,10,2018,10-2018,12 Months,3.53,Jaipur
20837,5,2017,5-2017,90 Days,1.18,Chennai
20838,11,2018,11-2018,24 Months and more,8.39,Gandhinagar
20839,9,2018,9-2018,30 Days,6.99,Jaipur
20840,2,2017,2-2017,90 Days,5.59,Ranchi
20841,10,2017,10-2017,60 Days,1.18,Delhi
20844,10,2017,10-2017,6 Month,1.18,Ranchi
20850,10,2018,10-2018,6 Month,1.18,Gandhinagar
20851,6,2017,6-2017,6 Month,1.77,Chennai
20852,3,2017,3-2017,6 Month,5.30,Bhopal
20853,7,2018,7-2018,30 Days,3.53,Srinagar
20854,10,2017,10-2017,30 Days,9.42,Ranchi
20855,7,2018,7-2018,24 Months and more,5.59,Srinagar
20856,7,2018,7-2018,12 Months,5.30,Mumbai
20857,7,2018,7-2018,6 Month,4.71,Aurangabad
20861,10,2017,10-2017,30 Days,5.89,Pune
20862,9,2018,9-2018,6 Month,1.18,Mumbai
20863,4,2018,4-2018,12 Months,12.59,Gandhinagar
20865,5,2017,5-2017,24 Months and more,11.78,Ranchi
20866,12,2018,12-2018,6 Month,4.12,Mumbai
20867,7,2017,7-2017,12 Months,6.48,Pune
20868,2,2017,2-2017,24 Months and more,12.59,Pune
20869,5,2018,5-2018,30 Days,12.59,Nagpur
20872,10,2018,10-2018,90 Days,3.53,Mumbai
20873,11,2018,11-2018,24 Months and more,8.39,Nasik
20876,3,2017,3-2017,90 Days,0.59,Chennai
20878,3,2018,3-2018,6 Month,3.53,Mumbai
20879,1,2018,1-2018,6 Month,4.71,Bhopal
20880,3,2017,3-2017,12 Months,1.77,Chandigarh
20881,11,2018,11-2018,60 Days,11.19,Srinagar
20882,3,2018,3-2018,12 Months,4.71,Shillong
20885,10,2017,10-2017,60 Days,4.71,Chandigarh
20886,5,2018,5-2018,12 Months,4.12,Delhi
20887,10,2018,10-2018,12 Months,1.18,Aurangabad
20888,4,2017,4-2017,24 Months and more,1.18,Bhopal
20889,7,2018,7-2018,6 Month,9.79,Delhi
20890,9,2018,9-2018,30 Days,6.99,Srinagar
20891,1,2017,1-2017,24 Months and more,11.78,Jaipur
20892,9,2017,9-2017,60 Days,12.59,Shillong
20893,6,2018,6-2018,60 Days,16.78,Shillong
20895,2,2017,2-2017,12 Months,4.12,Nagpur
20896,8,2017,8-2017,6 Month,6.48,Srinagar
20897,7,2017,7-2017,24 Months and more,7.07,Chandigarh
20898,11,2017,11-2017,90 Days,1.18,Delhi
20901,8,2017,8-2017,24 Months and more,5.59,Bengaluru
20903,4,2017,4-2017,30 Days,1.18,Bhopal
20904,2,2018,2-2018,90 Days,4.20,Delhi
20905,3,2017,3-2017,24 Months and more,1.40,Srinagar
20906,6,2018,6-2018,12 Months,3.53,Jaipur
20908,11,2018,11-2018,6 Month,5.89,Bhopal
20912,11,2018,11-2018,30 Days,1.18,Chandigarh
20913,7,2018,7-2018,90 Days,2.94,Ranchi
20914,3,2017,3-2017,30 Days,2.94,Bengaluru
20915,2,2017,2-2017,60 Days,0.59,Pune
20916,3,2018,3-2018,30 Days,2.36,Chandigarh
20917,12,2018,12-2018,12 Months,5.89,Nagpur
20919,12,2018,12-2018,60 Days,4.12,Mumbai
20920,12,2017,12-2017,90 Days,1.77,Shillong
20921,3,2018,3-2018,6 Month,0.59,Aurangabad
20922,9,2018,9-2018,90 Days,4.71,Bhopal
20923,3,2017,3-2017,24 Months and more,14.13,Nagpur
20924,12,2018,12-2018,90 Days,3.53,Nasik
20925,8,2018,8-2018,60 Days,3.53,Aurangabad
20926,5,2018,5-2018,12 Months,16.78,Aurangabad
20927,6,2017,6-2017,6 Month,1.40,Srinagar
20928,12,2018,12-2018,30 Days,5.89,Ranchi
20930,6,2017,6-2017,60 Days,12.59,Aurangabad
20931,1,2018,1-2018,12 Months,5.89,Chennai
20935,8,2018,8-2018,30 Days,1.77,Aurangabad
20938,10,2017,10-2017,60 Days,1.18,Chandigarh
20939,12,2018,12-2018,30 Days,5.30,Shillong
20940,10,2017,10-2017,30 Days,15.38,Bengaluru
20942,3,2018,3-2018,6 Month,4.71,Aurangabad
20943,11,2017,11-2017,24 Months and more,4.71,Nagpur
20944,4,2018,4-2018,6 Month,9.79,Aurangabad
20945,11,2018,11-2018,90 Days,6.48,Jaipur
20947,7,2017,7-2017,24 Months and more,7.07,Aurangabad
20949,12,2017,12-2017,12 Months,15.38,Bhopal
20950,4,2017,4-2017,90 Days,15.38,Bengaluru
20951,2,2017,2-2017,60 Days,12.59,Pune
20953,9,2017,9-2017,30 Days,5.30,Delhi
20954,6,2018,6-2018,30 Days,3.53,Chennai
20955,7,2017,7-2017,60 Days,0.59,Srinagar
20959,5,2017,5-2017,6 Month,12.95,Jaipur
20960,9,2017,9-2017,12 Months,0.59,Aurangabad
20961,9,2018,9-2018,60 Days,5.89,Delhi
20964,10,2017,10-2017,6 Month,1.40,Shillong
20965,12,2017,12-2017,24 Months and more,4.12,Jaipur
20966,12,2017,12-2017,60 Days,7.07,Jaipur
20967,9,2018,9-2018,12 Months,5.89,Chennai
20969,12,2018,12-2018,24 Months and more,13.98,Nasik
20970,2,2018,2-2018,6 Month,2.94,Nasik
20975,6,2017,6-2017,30 Days,3.53,Jaipur
20976,4,2017,4-2017,12 Months,9.79,Shillong
20977,3,2017,3-2017,12 Months,5.59,Delhi
20978,2,2018,2-2018,12 Months,15.38,Pune
20980,1,2017,1-2017,12 Months,4.20,Jaipur
20983,6,2018,6-2018,30 Days,4.71,Chandigarh
20984,8,2017,8-2017,90 Days,1.77,Delhi
20985,1,2018,1-2018,30 Days,11.78,Chennai
20986,4,2018,4-2018,30 Days,2.80,Pune
20987,3,2017,3-2017,6 Month,5.30,Nagpur
20988,10,2018,10-2018,60 Days,8.39,Aurangabad
20990,2,2018,2-2018,60 Days,5.89,Shillong
20992,4,2017,4-2017,90 Days,15.38,Mumbai
20994,3,2018,3-2018,90 Days,15.38,Srinagar
20995,3,2018,3-2018,6 Month,3.53,Bhopal
20996,1,2018,1-2018,90 Days,2.94,Nagpur
20999,8,2018,8-2018,90 Days,16.78,Pune
21001,7,2017,7-2017,60 Days,7.07,Chennai
21003,9,2018,9-2018,90 Days,11.19,Chennai
21006,3,2017,3-2017,90 Days,9.42,Gandhinagar
21007,1,2017,1-2017,30 Days,9.79,Mumbai
21008,3,2018,3-2018,12 Months,5.89,Gandhinagar
21009,4,2018,4-2018,90 Days,5.59,Mumbai
21013,3,2018,3-2018,30 Days,2.80,Bengaluru
21014,4,2018,4-2018,12 Months,4.12,Bengaluru
21016,12,2017,12-2017,6 Month,5.89,Delhi
21017,12,2017,12-2017,6 Month,9.42,Shillong
21020,10,2018,10-2018,90 Days,4.71,Mumbai
21021,6,2018,6-2018,12 Months,4.71,Pune
21022,5,2018,5-2018,24 Months and more,15.38,Mumbai
21023,2,2018,2-2018,12 Months,2.94,Bengaluru
21024,12,2018,12-2018,24 Months and more,5.59,Gandhinagar
21025,3,2018,3-2018,30 Days,2.80,Srinagar
21026,6,2017,6-2017,12 Months,3.53,Jaipur
21029,12,2018,12-2018,24 Months and more,7.07,Delhi
21030,5,2017,5-2017,24 Months and more,16.78,Nasik
21031,8,2017,8-2017,24 Months and more,11.19,Delhi
21034,12,2018,12-2018,60 Days,6.99,Delhi
21035,6,2017,6-2017,12 Months,5.89,Bengaluru
21036,7,2017,7-2017,60 Days,4.71,Ranchi
21037,1,2018,1-2018,6 Month,12.59,Shillong
21040,5,2017,5-2017,6 Month,9.79,Shillong
21044,1,2017,1-2017,12 Months,2.94,Bhopal
21045,10,2018,10-2018,60 Days,9.79,Delhi
21048,1,2018,1-2018,24 Months and more,14.13,Bhopal
21049,1,2018,1-2018,90 Days,2.36,Chandigarh
21050,7,2018,7-2018,6 Month,15.38,Ranchi
21051,2,2018,2-2018,60 Days,3.53,Srinagar
21053,4,2017,4-2017,60 Days,15.38,Delhi
21054,5,2018,5-2018,6 Month,1.40,Srinagar
21056,11,2017,11-2017,6 Month,2.94,Chennai
21057,4,2018,4-2018,6 Month,11.19,Srinagar
21058,9,2017,9-2017,6 Month,4.71,Srinagar
21059,11,2018,11-2018,60 Days,11.78,Jaipur
21060,8,2018,8-2018,12 Months,8.39,Srinagar
21061,10,2018,10-2018,60 Days,3.53,Chandigarh
21062,11,2017,11-2017,90 Days,13.98,Shillong
21063,1,2018,1-2018,30 Days,4.12,Aurangabad
21065,11,2017,11-2017,60 Days,1.77,Nagpur
21067,4,2017,4-2017,60 Days,4.20,Ranchi
21068,7,2018,7-2018,90 Days,8.39,Ranchi
21071,6,2018,6-2018,6 Month,2.36,Chandigarh
21072,8,2018,8-2018,12 Months,5.59,Bhopal
21074,5,2018,5-2018,6 Month,15.38,Chennai
21075,4,2017,4-2017,12 Months,2.94,Chandigarh
21076,7,2018,7-2018,12 Months,9.79,Nagpur
21077,5,2017,5-2017,24 Months and more,5.30,Delhi
21079,11,2017,11-2017,12 Months,2.80,Srinagar
21080,10,2017,10-2017,60 Days,11.19,Chennai
21081,6,2017,6-2017,6 Month,2.36,Nasik
21082,6,2018,6-2018,30 Days,11.19,Chandigarh
21084,12,2017,12-2017,24 Months and more,0.59,Delhi
21085,12,2017,12-2017,24 Months and more,1.77,Gandhinagar
21087,10,2017,10-2017,90 Days,5.30,Aurangabad
21088,10,2018,10-2018,90 Days,1.77,Ranchi
21092,5,2018,5-2018,6 Month,1.18,Srinagar
21093,1,2018,1-2018,30 Days,1.77,Aurangabad
21094,11,2018,11-2018,60 Days,4.71,Delhi
21095,11,2017,11-2017,90 Days,4.12,Delhi
21096,7,2018,7-2018,60 Days,5.89,Chennai
21097,8,2018,8-2018,90 Days,9.42,Nagpur
21098,8,2018,8-2018,6 Month,1.18,Bhopal
21099,5,2018,5-2018,24 Months and more,3.53,Chennai
21100,6,2018,6-2018,90 Days,3.53,Mumbai
21101,10,2018,10-2018,24 Months and more,7.07,Gandhinagar
21102,4,2017,4-2017,24 Months and more,1.18,Mumbai
21103,2,2017,2-2017,6 Month,2.80,Delhi
21105,5,2017,5-2017,12 Months,4.71,Ranchi
21106,8,2018,8-2018,60 Days,1.40,Shillong
21107,2,2018,2-2018,12 Months,6.99,Srinagar
21109,12,2018,12-2018,30 Days,4.20,Srinagar
21110,11,2018,11-2018,30 Days,14.13,Aurangabad
21111,7,2017,7-2017,30 Days,5.89,Mumbai
21113,8,2018,8-2018,90 Days,7.07,Shillong
21115,3,2018,3-2018,12 Months,13.98,Gandhinagar
21116,4,2017,4-2017,90 Days,7.07,Chennai
21117,12,2018,12-2018,30 Days,7.07,Gandhinagar
21119,1,2018,1-2018,12 Months,4.71,Jaipur
21120,10,2018,10-2018,30 Days,1.18,Pune
21122,5,2017,5-2017,24 Months and more,0.59,Nasik
21123,11,2018,11-2018,90 Days,16.78,Srinagar
21124,9,2017,9-2017,6 Month,6.48,Pune
21125,7,2017,7-2017,6 Month,9.79,Gandhinagar
21127,11,2017,11-2017,90 Days,5.30,Nagpur
21133,8,2017,8-2017,90 Days,11.78,Jaipur
21134,3,2017,3-2017,24 Months and more,4.20,Bengaluru
21135,10,2018,10-2018,12 Months,5.59,Aurangabad
21137,8,2017,8-2017,60 Days,1.18,Srinagar
21138,7,2018,7-2018,30 Days,0.59,Shillong
21139,6,2017,6-2017,90 Days,1.77,Mumbai
21140,10,2018,10-2018,12 Months,8.39,Srinagar
21143,7,2018,7-2018,12 Months,4.71,Bengaluru
21145,5,2017,5-2017,60 Days,3.53,Bhopal
21147,3,2017,3-2017,12 Months,5.59,Chennai
21148,12,2018,12-2018,30 Days,4.71,Bengaluru
21149,7,2017,7-2017,30 Days,3.53,Mumbai
21150,9,2017,9-2017,30 Days,0.59,Gandhinagar
21152,2,2017,2-2017,6 Month,2.36,Nasik
21154,9,2017,9-2017,12 Months,11.19,Ranchi
21155,2,2018,2-2018,6 Month,11.78,Chandigarh
21157,7,2018,7-2018,24 Months and more,2.36,Aurangabad
21159,5,2017,5-2017,90 Days,0.59,Mumbai
21160,10,2018,10-2018,30 Days,13.98,Gandhinagar
21161,5,2018,5-2018,60 Days,6.99,Mumbai
21162,6,2018,6-2018,24 Months and more,0.59,Delhi
21163,12,2018,12-2018,90 Days,1.77,Chandigarh
21168,12,2017,12-2017,90 Days,2.36,Mumbai
21170,2,2018,2-2018,24 Months and more,14.13,Bengaluru
21173,7,2017,7-2017,12 Months,8.24,Nagpur
21176,1,2018,1-2018,24 Months and more,11.19,Bengaluru
21177,11,2018,11-2018,6 Month,8.24,Pune
21178,1,2018,1-2018,12 Months,5.30,Mumbai
21179,8,2018,8-2018,60 Days,5.89,Nasik
21180,1,2017,1-2017,30 Days,0.59,Mumbai
21181,7,2018,7-2018,6 Month,9.42,Nagpur
21182,9,2017,9-2017,90 Days,13.98,Gandhinagar
21183,7,2018,7-2018,12 Months,16.78,Bengaluru
21184,2,2018,2-2018,90 Days,1.18,Bengaluru
21185,2,2017,2-2017,90 Days,2.36,Bhopal
21186,1,2017,1-2017,60 Days,2.94,Delhi
21187,9,2017,9-2017,60 Days,5.89,Srinagar
21188,8,2017,8-2017,6 Month,1.77,Nagpur
21189,4,2018,4-2018,12 Months,8.24,Bengaluru
21190,11,2017,11-2017,6 Month,2.36,Srinagar
21191,2,2018,2-2018,6 Month,1.40,Chennai
21192,11,2017,11-2017,12 Months,16.78,Ranchi
21193,3,2017,3-2017,30 Days,9.42,Shillong
21195,7,2018,7-2018,90 Days,4.71,Gandhinagar
21196,11,2018,11-2018,30 Days,12.59,Chandigarh
21197,4,2018,4-2018,24 Months and more,6.99,Chandigarh
21199,5,2018,5-2018,90 Days,2.36,Shillong
21200,6,2017,6-2017,90 Days,5.89,Jaipur
21201,12,2017,12-2017,12 Months,8.39,Chennai
21202,6,2018,6-2018,30 Days,15.38,Nasik
21204,8,2017,8-2017,60 Days,9.79,Jaipur
21205,3,2018,3-2018,12 Months,3.53,Nasik
21206,3,2018,3-2018,24 Months and more,0.59,Pune
21207,7,2018,7-2018,12 Months,7.07,Delhi
21208,8,2017,8-2017,12 Months,7.07,Pune
21210,5,2018,5-2018,30 Days,6.48,Nagpur
21212,12,2017,12-2017,24 Months and more,5.30,Aurangabad
21213,6,2018,6-2018,30 Days,2.36,Srinagar
21214,2,2017,2-2017,90 Days,1.77,Bhopal
21215,1,2018,1-2018,6 Month,2.94,Pune
21216,9,2017,9-2017,24 Months and more,5.59,Aurangabad
21218,4,2017,4-2017,30 Days,4.71,Nagpur
21219,5,2018,5-2018,90 Days,5.59,Delhi
21221,11,2018,11-2018,90 Days,6.99,Bhopal
21223,1,2017,1-2017,24 Months and more,4.20,Gandhinagar
21224,11,2017,11-2017,90 Days,4.20,Srinagar
21225,4,2018,4-2018,6 Month,9.42,Bengaluru
21226,2,2017,2-2017,24 Months and more,3.53,Shillong
21227,6,2018,6-2018,90 Days,4.12,Ranchi
21229,3,2017,3-2017,30 Days,1.18,Srinagar
21230,12,2018,12-2018,60 Days,15.38,Chandigarh
21232,8,2017,8-2017,90 Days,2.36,Gandhinagar
21233,1,2018,1-2018,24 Months and more,4.20,Pune
21234,1,2017,1-2017,30 Days,7.07,Srinagar
21235,12,2018,12-2018,90 Days,1.40,Aurangabad
21236,12,2017,12-2017,6 Month,4.71,Nagpur
21237,10,2018,10-2018,12 Months,0.59,Pune
21238,12,2017,12-2017,6 Month,5.89,Gandhinagar
21242,9,2018,9-2018,24 Months and more,8.39,Nasik
21245,9,2018,9-2018,24 Months and more,6.48,Jaipur
21248,1,2017,1-2017,60 Days,1.40,Bhopal
21249,9,2018,9-2018,60 Days,12.59,Bhopal
21250,3,2018,3-2018,90 Days,4.71,Srinagar
21252,8,2017,8-2017,60 Days,5.89,Aurangabad
21254,1,2017,1-2017,12 Months,4.12,Chennai
21255,10,2017,10-2017,30 Days,12.59,Srinagar
21257,8,2017,8-2017,30 Days,16.78,Nagpur
21258,8,2017,8-2017,6 Month,7.07,Nagpur
21261,7,2018,7-2018,12 Months,7.07,Srinagar
21262,8,2018,8-2018,90 Days,0.59,Srinagar
21263,11,2018,11-2018,6 Month,5.59,Chennai
21264,1,2018,1-2018,24 Months and more,13.98,Pune
21265,2,2017,2-2017,24 Months and more,2.80,Chennai
21266,12,2018,12-2018,6 Month,5.89,Shillong
21268,10,2018,10-2018,24 Months and more,1.77,Gandhinagar
21272,8,2017,8-2017,12 Months,5.89,Ranchi
21274,1,2017,1-2017,6 Month,12.95,Nasik
21275,5,2017,5-2017,6 Month,11.19,Srinagar
21276,8,2017,8-2017,6 Month,4.12,Delhi
21278,8,2017,8-2017,6 Month,15.38,Gandhinagar
21279,7,2017,7-2017,30 Days,1.40,Delhi
21280,9,2017,9-2017,30 Days,12.59,Aurangabad
21281,2,2017,2-2017,30 Days,4.20,Nagpur
21283,12,2017,12-2017,6 Month,13.98,Aurangabad
21284,4,2018,4-2018,12 Months,6.48,Nasik
21285,7,2018,7-2018,6 Month,5.89,Bengaluru
21286,8,2018,8-2018,24 Months and more,10.60,Jaipur
21288,1,2018,1-2018,30 Days,4.71,Bhopal
21289,7,2017,7-2017,12 Months,5.30,Nagpur
21292,4,2017,4-2017,30 Days,15.38,Ranchi
21293,4,2017,4-2017,90 Days,2.36,Nasik
21294,6,2017,6-2017,90 Days,2.80,Mumbai
21295,1,2017,1-2017,60 Days,2.36,Ranchi
21296,12,2018,12-2018,60 Days,2.36,Jaipur
21297,1,2018,1-2018,12 Months,3.53,Aurangabad
21298,10,2017,10-2017,30 Days,4.12,Shillong
